"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.45    ,  0.14  
MgO     ,  7.71    ,  0.17  
Al2O3   ,  8.64    ,  0.19  
SiO2    , 42.93    ,  0.54  
P2O5    ,  2.38    ,  0.14  
SO3     ,  9.33    ,  0.12  
Cl      ,  1.72    ,  0.03  
K2O     ,  0.71    ,  0.02  
CaO     ,  5.09    ,  0.06  
TiO2    ,  1.06    ,  0.03  
Cr2O3   ,  0.29    ,  0.01  
MnO     ,  1.15    ,  0.03  
FeO     , 16.19    ,  0.20  
Ni      ,  0.0497  ,  0.0025
Zn      ,  0.2072  ,  0.0065
Br      ,  0.0357  ,  0.0015
