"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.31    ,  0.14  
MgO     ,  5.04    ,  0.17  
Al2O3   ,  9.59    ,  0.29  
SiO2    , 50.48    ,  0.54  
P2O5    ,  0.97    ,  0.07  
SO3     ,  3.80    ,  0.05  
Cl      ,  0.93    ,  0.02  
K2O     ,  0.90    ,  0.04  
CaO     ,  2.73    ,  0.03  
TiO2    ,  1.12    ,  0.05  
Cr2O3   ,  0.32    ,  0.01  
MnO     ,  0.10    ,  0.01  
FeO     , 21.33    ,  0.26  
Ni      ,  0.1101  ,  0.0060
Zn      ,  0.1946  ,  0.0060
Br      ,  0.0085  ,  0.0005
