"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.46    ,  0.14  
MgO     ,  6.85    ,  0.17  
Al2O3   ,  8.65    ,  0.19  
SiO2    , 43.35    ,  0.54  
P2O5    ,  1.09    ,  0.07  
SO3     ,  7.47    ,  0.10  
Cl      ,  0.89    ,  0.02  
K2O     ,  0.67    ,  0.02  
CaO     ,  5.61    ,  0.07  
TiO2    ,  1.09    ,  0.03  
Cr2O3   ,  0.34    ,  0.01  
MnO     ,  0.25    ,  0.01  
FeO     , 20.94    ,  0.26  
Ni      ,  0.0844  ,  0.0045
Zn      ,  0.1492  ,  0.0045
Br      ,  0.0185  ,  0.0010
