"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  3.18    ,  0.14  
MgO     ,  8.81    ,  0.25  
Al2O3   ,  9.11    ,  0.19  
SiO2    , 42.36    ,  0.43  
P2O5    ,  0.70    ,  0.05  
SO3     ,  5.48    ,  0.12  
Cl      ,  0.97    ,  0.03  
K2O     ,  1.00    ,  0.04  
CaO     ,  6.51    ,  0.07  
TiO2    ,  0.83    ,  0.03  
Cr2O3   ,  0.51    ,  0.03  
MnO     ,  0.59    ,  0.03  
FeO     , 19.79    ,  0.26  
Ni      ,  0.0298  ,  0.0025
Zn      ,  0.0522  ,  0.0020
Br      ,  0.0059  ,  0.0010
