"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  3.02    ,  0.14  
MgO     ,  9.05    ,  0.25  
Al2O3   ,  8.57    ,  0.19  
SiO2    , 40.98    ,  0.54  
P2O5    ,  0.75    ,  0.05  
SO3     ,  6.27    ,  0.12  
Cl      ,  0.95    ,  0.03  
K2O     ,  0.94    ,  0.04  
CaO     ,  6.93    ,  0.07  
TiO2    ,  0.77    ,  0.03  
Cr2O3   ,  0.58    ,  0.03  
MnO     ,  0.66    ,  0.03  
FeO     , 20.43    ,  0.26  
Ni      ,  0.0301  ,  0.0025
Zn      ,  0.0513  ,  0.0020
Br      ,  0.0068  ,  0.0010
