"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.24    ,  0.20  
MgO     ,  6.74    ,  0.17  
Al2O3   ,  7.79    ,  0.19  
SiO2    , 42.28    ,  0.54  
P2O5    ,  0.75    ,  0.05  
SO3     ,  9.17    ,  0.17  
Cl      ,  0.55    ,  0.03  
K2O     ,  0.60    ,  0.02  
CaO     ,  6.56    ,  0.07  
TiO2    ,  1.18    ,  0.05  
Cr2O3   ,  0.36    ,  0.03  
MnO     ,  0.38    ,  0.03  
FeO     , 20.74    ,  0.26  
Ni      ,  0.0701  ,  0.0040
Zn      ,  0.4229  ,  0.0130
Br      ,  0.0644  ,  0.0020
