"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.50    ,  0.20  
MgO     ,  5.99    ,  0.25  
Al2O3   ,  8.86    ,  0.29  
SiO2    , 48.00    ,  0.75  
P2O5    ,  0.93    ,  0.07  
SO3     ,  4.98    ,  0.17  
Cl      ,  1.60    ,  0.06  
K2O     ,  1.06    ,  0.04  
CaO     ,  3.59    ,  0.08  
TiO2    ,  1.06    ,  0.05  
Cr2O3   ,  0.34    ,  0.03  
MnO     ,  0.13    ,  0.03  
FeO     , 20.64    ,  0.26  
Ni      ,  0.0826  ,  0.0060
Zn      ,  0.0887  ,  0.0040
Br      ,  0.0597  ,  0.0020
