"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.26    ,  0.14  
MgO     ,  3.43    ,  0.08  
Al2O3   ,  9.11    ,  0.19  
SiO2    , 52.00    ,  0.54  
P2O5    ,  1.06    ,  0.07  
SO3     ,  2.22    ,  0.05  
Cl      ,  0.61    ,  0.02  
K2O     ,  1.11    ,  0.04  
CaO     ,  2.47    ,  0.03  
TiO2    ,  1.14    ,  0.05  
Cr2O3   ,  0.34    ,  0.01  
MnO     ,  0.19    ,  0.01  
FeO     , 23.65    ,  0.26  
Ni      ,  0.0938  ,  0.0050
Zn      ,  0.1566  ,  0.0050
Br      ,  0.0374  ,  0.0015
