"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.39    ,  0.34  
MgO     ,  8.06    ,  0.42  
Al2O3   ,  8.86    ,  0.48  
SiO2    , 42.92    ,  0.96  
P2O5    ,  0.97    ,  0.12  
SO3     ,  6.70    ,  0.35  
Cl      ,  1.27    ,  0.07  
K2O     ,  0.65    ,  0.04  
CaO     ,  5.37    ,  0.28  
TiO2    ,  1.15    ,  0.07  
Cr2O3   ,  0.34    ,  0.03  
MnO     ,  0.27    ,  0.04  
FeO     , 20.45    ,  0.46  
Ni      ,  0.0725  ,  0.0040
Zn      ,  0.2922  ,  0.0150
Br      ,  0.0450  ,  0.0025
