"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  3.41    ,  0.20  
MgO     ,  3.76    ,  0.17  
Al2O3   ,  9.54    ,  0.29  
SiO2    , 53.50    ,  0.75  
P2O5    ,  2.32    ,  0.14  
SO3     ,  3.03    ,  0.10  
Cl      ,  0.82    ,  0.04  
K2O     ,  0.96    ,  0.04  
CaO     ,  3.33    ,  0.07  
TiO2    ,  1.25    ,  0.07  
Cr2O3   ,  0.38    ,  0.03  
MnO     ,  0.12    ,  0.03  
FeO     , 17.24    ,  0.20  
Ni      ,  0.0327  ,  0.0035
Zn      ,  0.0584  ,  0.0030
Br      ,  0.0455  ,  0.0015
