"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  3.11    ,  0.20  
MgO     ,  7.03    ,  0.25  
Al2O3   ,  8.45    ,  0.29  
SiO2    , 41.89    ,  0.75  
P2O5    ,  0.99    ,  0.07  
SO3     ,  7.98    ,  0.25  
Cl      ,  1.81    ,  0.08  
K2O     ,  0.67    ,  0.04  
CaO     ,  5.44    ,  0.11  
TiO2    ,  1.08    ,  0.09  
Cr2O3   ,  0.29    ,  0.05  
MnO     ,  0.19    ,  0.03  
FeO     , 20.79    ,  0.26  
Ni      ,  0.0839  ,  0.0070
Zn      ,  0.0594  ,  0.0045
Br      ,  0.0108  ,  0.0015
