"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  4.84    ,  0.20  
MgO     ,  4.66    ,  0.17  
Al2O3   , 13.76    ,  0.29  
SiO2    , 49.41    ,  0.54  
P2O5    ,  0.73    ,  0.05  
SO3     ,  3.90    ,  0.08  
Cl      ,  0.65    ,  0.02  
K2O     ,  1.67    ,  0.06  
CaO     ,  7.23    ,  0.08  
TiO2    ,  0.76    ,  0.03  
Cr2O3   ,  0.06    ,  0.01  
MnO     ,  0.27    ,  0.01  
FeO     , 11.96    ,  0.13  
Ni      ,  0.0069  ,  0.0010
Zn      ,  0.0300  ,  0.0010
Br      ,  0.0015  ,  0.0005
