"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.28    ,  0.14  
MgO     ,  6.32    ,  0.17  
Al2O3   ,  8.30    ,  0.19  
SiO2    , 45.51    ,  0.54  
P2O5    ,  0.81    ,  0.05  
SO3     ,  7.30    ,  0.10  
Cl      ,  1.29    ,  0.03  
K2O     ,  1.07    ,  0.04  
CaO     ,  5.09    ,  0.06  
TiO2    ,  1.10    ,  0.03  
Cr2O3   ,  0.34    ,  0.01  
MnO     ,  0.18    ,  0.01  
FeO     , 19.93    ,  0.26  
Ni      ,  0.0963  ,  0.0050
Zn      ,  0.1759  ,  0.0055
Br      ,  0.0922  ,  0.0030
