"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.94    ,  0.14  
MgO     ,  6.12    ,  0.17  
Al2O3   ,  8.12    ,  0.19  
SiO2    , 42.51    ,  0.43  
P2O5    ,  1.15    ,  0.07  
SO3     ,  9.23    ,  0.15  
Cl      ,  1.91    ,  0.04  
K2O     ,  0.73    ,  0.02  
CaO     ,  5.28    ,  0.06  
TiO2    ,  1.05    ,  0.03  
Cr2O3   ,  0.30    ,  0.01  
MnO     ,  0.25    ,  0.01  
FeO     , 20.04    ,  0.26  
Ni      ,  0.0993  ,  0.0050
Zn      ,  0.1446  ,  0.0045
Br      ,  0.0312  ,  0.0010
