"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.37    ,  0.14  
MgO     ,  4.31    ,  0.17  
Al2O3   ,  9.51    ,  0.29  
SiO2    , 50.95    ,  0.54  
P2O5    ,  0.99    ,  0.07  
SO3     ,  5.82    ,  0.08  
Cl      ,  0.58    ,  0.02  
K2O     ,  0.88    ,  0.04  
CaO     ,  3.71    ,  0.04  
TiO2    ,  1.04    ,  0.03  
Cr2O3   ,  0.29    ,  0.01  
MnO     ,  0.15    ,  0.01  
FeO     , 19.14    ,  0.20  
Ni      ,  0.0828  ,  0.0045
Zn      ,  0.0935  ,  0.0030
Br      ,  0.0074  ,  0.0005
