"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.57    ,  0.14  
MgO     ,  6.89    ,  0.17  
Al2O3   ,  8.94    ,  0.19  
SiO2    , 47.21    ,  0.54  
P2O5    ,  0.88    ,  0.05  
SO3     ,  6.52    ,  0.12  
Cl      ,  1.66    ,  0.04  
K2O     ,  1.11    ,  0.04  
CaO     ,  3.79    ,  0.06  
TiO2    ,  1.14    ,  0.05  
Cr2O3   ,  0.38    ,  0.03  
MnO     ,  0.31    ,  0.01  
FeO     , 18.16    ,  0.20  
Ni      ,  0.0910  ,  0.0050
Zn      ,  0.1619  ,  0.0050
Br      ,  0.0815  ,  0.0025
