"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.53    ,  0.14  
MgO     ,  8.22    ,  0.17  
Al2O3   ,  8.94    ,  0.19  
SiO2    , 44.53    ,  0.64  
P2O5    ,  0.80    ,  0.05  
SO3     ,  3.90    ,  0.12  
Cl      ,  0.91    ,  0.04  
K2O     ,  0.74    ,  0.02  
CaO     ,  4.99    ,  0.07  
TiO2    ,  1.09    ,  0.05  
Cr2O3   ,  0.45    ,  0.03  
MnO     ,  0.27    ,  0.03  
FeO     , 22.32    ,  0.26  
Ni      ,  0.0703  ,  0.0045
Zn      ,  0.0513  ,  0.0025
Br      ,  0.0529  ,  0.0020
