"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.52    ,  0.14  
MgO     ,  9.37    ,  0.25  
Al2O3   ,  8.63    ,  0.19  
SiO2    , 43.66    ,  0.54  
P2O5    ,  0.75    ,  0.05  
SO3     ,  3.71    ,  0.10  
Cl      ,  0.69    ,  0.03  
K2O     ,  0.56    ,  0.02  
CaO     ,  6.12    ,  0.07  
TiO2    ,  0.99    ,  0.05  
Cr2O3   ,  0.50    ,  0.03  
MnO     ,  0.33    ,  0.03  
FeO     , 21.86    ,  0.26  
Ni      ,  0.0692  ,  0.0040
Zn      ,  0.0360  ,  0.0020
Br      ,  0.0198  ,  0.0010
