"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.50    ,  0.14  
MgO     ,  5.59    ,  0.17  
Al2O3   ,  9.44    ,  0.19  
SiO2    , 47.59    ,  0.54  
P2O5    ,  0.75    ,  0.05  
SO3     ,  6.80    ,  0.15  
Cl      ,  1.71    ,  0.04  
K2O     ,  1.05    ,  0.04  
CaO     ,  4.24    ,  0.06  
TiO2    ,  1.15    ,  0.05  
Cr2O3   ,  0.30    ,  0.03  
MnO     ,  0.12    ,  0.01  
FeO     , 18.51    ,  0.20  
Ni      ,  0.1004  ,  0.0055
Zn      ,  0.0870  ,  0.0030
Br      ,  0.0121  ,  0.0010
