"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.39    ,  0.20  
MgO     , 10.59    ,  0.25  
Al2O3   ,  8.64    ,  0.29  
SiO2    , 43.84    ,  0.54  
P2O5    ,  0.69    ,  0.05  
SO3     ,  3.05    ,  0.10  
Cl      ,  0.51    ,  0.03  
K2O     ,  0.39    ,  0.02  
CaO     ,  7.13    ,  0.08  
TiO2    ,  0.90    ,  0.03  
Cr2O3   ,  0.51    ,  0.03  
MnO     ,  0.43    ,  0.03  
FeO     , 20.79    ,  0.26  
Ni      ,  0.0701  ,  0.0040
Zn      ,  0.0210  ,  0.0015
Br      ,  0.0032  ,  0.0010
