"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.41    ,  0.14  
MgO     ,  5.94    ,  0.17  
Al2O3   ,  8.81    ,  0.19  
SiO2    , 48.89    ,  0.54  
P2O5    ,  0.99    ,  0.07  
SO3     ,  5.29    ,  0.10  
Cl      ,  1.67    ,  0.04  
K2O     ,  1.00    ,  0.04  
CaO     ,  3.25    ,  0.04  
TiO2    ,  1.06    ,  0.03  
Cr2O3   ,  0.31    ,  0.03  
MnO     ,  0.25    ,  0.01  
FeO     , 19.68    ,  0.26  
Ni      ,  0.0998  ,  0.0050
Zn      ,  0.2059  ,  0.0065
Br      ,  0.0623  ,  0.0020
