"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.41    ,  0.14  
MgO     ,  7.22    ,  0.17  
Al2O3   ,  8.22    ,  0.19  
SiO2    , 41.17    ,  0.43  
P2O5    ,  0.98    ,  0.07  
SO3     ,  6.12    ,  0.08  
Cl      ,  2.10    ,  0.03  
K2O     ,  0.65    ,  0.02  
CaO     ,  3.57    ,  0.04  
TiO2    ,  0.94    ,  0.03  
Cr2O3   ,  0.25    ,  0.01  
MnO     ,  0.77    ,  0.03  
FeO     , 25.17    ,  0.26  
Ni      ,  0.0627  ,  0.0035
Zn      ,  0.2363  ,  0.0075
Br      ,  0.0707  ,  0.0025
