"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  3.21    ,  0.14  
MgO     ,  7.26    ,  0.17  
Al2O3   ,  9.50    ,  0.29  
SiO2    , 47.99    ,  0.54  
P2O5    ,  1.23    ,  0.07  
SO3     ,  4.22    ,  0.12  
Cl      ,  1.33    ,  0.05  
K2O     ,  0.62    ,  0.04  
CaO     ,  6.83    ,  0.10  
TiO2    ,  0.97    ,  0.05  
Cr2O3   ,  0.25    ,  0.03  
MnO     ,  0.33    ,  0.03  
FeO     , 16.14    ,  0.20  
Ni      ,  0.0209  ,  0.0030
Zn      ,  0.0437  ,  0.0025
Br      ,  0.0209  ,  0.0015
