"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.42    ,  0.20  
MgO     ,  7.48    ,  0.25  
Al2O3   ,  8.57    ,  0.38  
SiO2    , 45.86    ,  0.54  
P2O5    ,  0.91    ,  0.07  
SO3     ,  6.88    ,  0.15  
Cl      ,  1.72    ,  0.04  
K2O     ,  1.08    ,  0.04  
CaO     ,  3.63    ,  0.06  
TiO2    ,  1.06    ,  0.05  
Cr2O3   ,  0.36    ,  0.03  
MnO     ,  0.38    ,  0.03  
FeO     , 19.22    ,  0.20  
Ni      ,  0.0857  ,  0.0045
Zn      ,  0.1576  ,  0.0050
Br      ,  0.0618  ,  0.0020
