"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.04    ,  0.14  
MgO     , 11.36    ,  0.25  
Al2O3   ,  7.95    ,  0.19  
SiO2    , 40.01    ,  0.43  
P2O5    ,  1.09    ,  0.07  
SO3     ,  6.73    ,  0.15  
Cl      ,  2.18    ,  0.06  
K2O     ,  1.43    ,  0.05  
CaO     ,  5.07    ,  0.08  
TiO2    ,  1.00    ,  0.05  
Cr2O3   ,  0.27    ,  0.03  
MnO     ,  0.49    ,  0.03  
FeO     , 19.88    ,  0.26  
Ni      ,  0.1283  ,  0.0065
Zn      ,  0.1613  ,  0.0050
Br      ,  0.0822  ,  0.0025
