"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.85    ,  0.14  
MgO     ,  4.99    ,  0.17  
Al2O3   ,  8.78    ,  0.19  
SiO2    , 47.57    ,  0.54  
P2O5    ,  0.79    ,  0.05  
SO3     ,  5.55    ,  0.08  
Cl      ,  2.40    ,  0.03  
K2O     ,  1.10    ,  0.04  
CaO     ,  3.40    ,  0.04  
TiO2    ,  1.05    ,  0.03  
Cr2O3   ,  0.31    ,  0.01  
MnO     ,  0.25    ,  0.01  
FeO     , 20.68    ,  0.26  
Ni      ,  0.1035  ,  0.0055
Zn      ,  0.1080  ,  0.0035
Br      ,  0.0082  ,  0.0005
