"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.69    ,  0.14  
MgO     ,  8.41    ,  0.25  
Al2O3   , 10.44    ,  0.29  
SiO2    , 44.72    ,  0.54  
P2O5    ,  0.94    ,  0.07  
SO3     ,  6.46    ,  0.08  
Cl      ,  1.22    ,  0.02  
K2O     ,  0.44    ,  0.02  
CaO     ,  6.63    ,  0.07  
TiO2    ,  1.05    ,  0.03  
Cr2O3   ,  0.70    ,  0.01  
MnO     ,  0.32    ,  0.01  
FeO     , 15.84    ,  0.20  
Ni      ,  0.0396  ,  0.0020
Zn      ,  0.0432  ,  0.0015
Br      ,  0.0076  ,  0.0005
