"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.56    ,  0.14  
MgO     ,  6.80    ,  0.17  
Al2O3   ,  9.29    ,  0.19  
SiO2    , 48.20    ,  0.54  
P2O5    ,  0.96    ,  0.07  
SO3     ,  5.30    ,  0.08  
Cl      ,  1.36    ,  0.02  
K2O     ,  1.07    ,  0.04  
CaO     ,  3.88    ,  0.04  
TiO2    ,  1.09    ,  0.03  
Cr2O3   ,  0.35    ,  0.01  
MnO     ,  0.41    ,  0.01  
FeO     , 18.34    ,  0.20  
Ni      ,  0.0709  ,  0.0040
Zn      ,  0.1397  ,  0.0045
Br      ,  0.0558  ,  0.0020
