"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.82    ,  0.14  
MgO     ,  6.01    ,  0.17  
Al2O3   ,  8.96    ,  0.19  
SiO2    , 46.99    ,  0.54  
P2O5    ,  0.80    ,  0.05  
SO3     ,  5.66    ,  0.10  
Cl      ,  1.90    ,  0.04  
K2O     ,  1.03    ,  0.04  
CaO     ,  3.54    ,  0.04  
TiO2    ,  1.06    ,  0.03  
Cr2O3   ,  0.30    ,  0.01  
MnO     ,  0.25    ,  0.01  
FeO     , 20.39    ,  0.26  
Ni      ,  0.1003  ,  0.0055
Zn      ,  0.1043  ,  0.0035
Br      ,  0.0071  ,  0.0005
