"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.17    ,  0.07  
MgO     ,  4.45    ,  0.17  
Al2O3   ,  7.82    ,  0.19  
SiO2    , 42.48    ,  0.43  
P2O5    ,  1.09    ,  0.07  
SO3     , 10.47    ,  0.12  
Cl      ,  1.05    ,  0.02  
K2O     ,  0.81    ,  0.04  
CaO     ,  7.00    ,  0.07  
TiO2    ,  1.09    ,  0.03  
Cr2O3   ,  0.32    ,  0.01  
MnO     ,  0.26    ,  0.01  
FeO     , 20.66    ,  0.26  
Ni      ,  0.1179  ,  0.0060
Zn      ,  0.1379  ,  0.0045
Br      ,  0.0036  ,  0.0005
