"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.38    ,  0.20  
MgO     ,  6.01    ,  0.25  
Al2O3   ,  8.68    ,  0.29  
SiO2    , 44.47    ,  0.75  
P2O5    ,  0.90    ,  0.07  
SO3     ,  9.21    ,  0.25  
Cl      ,  1.05    ,  0.06  
K2O     ,  0.94    ,  0.04  
CaO     ,  6.06    ,  0.11  
TiO2    ,  0.97    ,  0.07  
Cr2O3   ,  0.32    ,  0.05  
MnO     ,  0.27    ,  0.03  
FeO     , 18.27    ,  0.20  
Ni      ,  0.0841  ,  0.0065
Zn      ,  0.0819  ,  0.0045
Br      ,  0.0069  ,  0.0015
