"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.60    ,  0.14  
MgO     ,  6.80    ,  0.17  
Al2O3   ,  9.15    ,  0.19  
SiO2    , 44.35    ,  0.54  
P2O5    ,  0.86    ,  0.05  
SO3     ,  7.76    ,  0.12  
Cl      ,  0.64    ,  0.03  
K2O     ,  0.75    ,  0.02  
CaO     ,  6.92    ,  0.07  
TiO2    ,  1.00    ,  0.05  
Cr2O3   ,  0.36    ,  0.03  
MnO     ,  0.30    ,  0.01  
FeO     , 18.31    ,  0.20  
Ni      ,  0.0702  ,  0.0040
Zn      ,  0.0668  ,  0.0025
Br      ,  0.0041  ,  0.0005
