"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  3.08    ,  0.14  
MgO     ,  4.27    ,  0.17  
Al2O3   ,  9.05    ,  0.19  
SiO2    , 47.06    ,  0.54  
P2O5    ,  0.82    ,  0.05  
SO3     ,  6.04    ,  0.10  
Cl      ,  2.64    ,  0.04  
K2O     ,  0.86    ,  0.04  
CaO     ,  3.76    ,  0.04  
TiO2    ,  1.07    ,  0.03  
Cr2O3   ,  0.32    ,  0.01  
MnO     ,  0.11    ,  0.01  
FeO     , 20.55    ,  0.26  
Ni      ,  0.0949  ,  0.0050
Zn      ,  0.1054  ,  0.0035
Br      ,  0.0272  ,  0.0010
