"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.69    ,  0.27  
MgO     ,  6.68    ,  0.25  
Al2O3   ,  8.65    ,  0.19  
SiO2    , 45.27    ,  0.64  
P2O5    ,  0.84    ,  0.07  
SO3     ,  6.08    ,  0.17  
Cl      ,  1.93    ,  0.07  
K2O     ,  0.75    ,  0.04  
CaO     ,  4.45    ,  0.08  
TiO2    ,  1.08    ,  0.05  
Cr2O3   ,  0.33    ,  0.03  
MnO     ,  0.13    ,  0.03  
FeO     , 20.83    ,  0.26  
Ni      ,  0.0924  ,  0.0060
Zn      ,  0.1044  ,  0.0045
Br      ,  0.0287  ,  0.0020
