"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.52    ,  0.14  
MgO     ,  5.05    ,  0.17  
Al2O3   ,  8.87    ,  0.19  
SiO2    , 47.05    ,  0.54  
P2O5    ,  0.75    ,  0.05  
SO3     ,  6.38    ,  0.08  
Cl      ,  1.67    ,  0.03  
K2O     ,  1.07    ,  0.04  
CaO     ,  4.05    ,  0.04  
TiO2    ,  1.07    ,  0.03  
Cr2O3   ,  0.32    ,  0.01  
MnO     ,  0.29    ,  0.01  
FeO     , 20.56    ,  0.26  
Ni      ,  0.1007  ,  0.0055
Zn      ,  0.1243  ,  0.0040
Br      ,  0.0094  ,  0.0005
