"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.33    ,  0.14  
MgO     ,  2.11    ,  0.08  
Al2O3   ,  3.98    ,  0.10  
SiO2    , 53.88    ,  0.64  
P2O5    ,  1.34    ,  0.07  
SO3     , 13.38    ,  0.15  
Cl      ,  0.49    ,  0.01  
K2O     ,  0.30    ,  0.01  
CaO     ,  8.29    ,  0.08  
TiO2    ,  0.95    ,  0.03  
Cr2O3   ,  0.33    ,  0.01  
MnO     ,  0.04    ,  0.04  
FeO     , 12.44    ,  0.13  
Ni      ,  0.0233  ,  0.0015
Zn      ,  0.0133  ,  0.0005
Br      ,  0.0220  ,  0.0010
