"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.42    ,  0.14  
MgO     ,  5.46    ,  0.17  
Al2O3   ,  9.30    ,  0.19  
SiO2    , 49.79    ,  0.54  
P2O5    ,  0.89    ,  0.05  
SO3     ,  4.57    ,  0.08  
Cl      ,  0.73    ,  0.02  
K2O     ,  1.06    ,  0.04  
CaO     ,  3.26    ,  0.04  
TiO2    ,  1.07    ,  0.03  
Cr2O3   ,  0.30    ,  0.01  
MnO     ,  0.30    ,  0.01  
FeO     , 20.59    ,  0.26  
Ni      ,  0.0949  ,  0.0050
Zn      ,  0.0968  ,  0.0030
Br      ,  0.0096  ,  0.0005
