"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.50    ,  0.55  
MgO     ,  8.69    ,  1.75  
Al2O3   ,  8.78    ,  0.29  
SiO2    , 42.22    ,  0.64  
P2O5    ,  0.94    ,  0.21  
SO3     ,  6.84    ,  0.20  
Cl      ,  1.09    ,  0.06  
K2O     ,  0.46    ,  0.10  
CaO     ,  6.65    ,  0.13  
TiO2    ,  0.98    ,  0.21  
Cr2O3   ,  0.42    ,  0.05  
MnO     ,  0.40    ,  0.04  
FeO     , 19.75    ,  0.26  
Ni      ,  0.0601  ,  0.0080
Zn      ,  0.0450  ,  0.0045
Br      ,  0.0065  ,  0.0015
