"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.57    ,  0.14  
MgO     ,  8.97    ,  0.25  
Al2O3   ,  9.14    ,  0.19  
SiO2    , 42.80    ,  0.54  
P2O5    ,  0.80    ,  0.05  
SO3     ,  3.83    ,  0.10  
Cl      ,  0.61    ,  0.03  
K2O     ,  0.54    ,  0.02  
CaO     ,  6.56    ,  0.07  
TiO2    ,  1.15    ,  0.05  
Cr2O3   ,  0.69    ,  0.03  
MnO     ,  0.40    ,  0.03  
FeO     , 21.80    ,  0.26  
Ni      ,  0.0542  ,  0.0030
Zn      ,  0.0432  ,  0.0020
Br      ,  0.0045  ,  0.0010
