"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.80    ,  0.20  
MgO     ,  8.01    ,  0.25  
Al2O3   ,  7.46    ,  0.19  
SiO2    , 36.03    ,  0.43  
P2O5    ,  1.11    ,  0.09  
SO3     , 16.41    ,  0.30  
Cl      ,  1.36    ,  0.06  
K2O     ,  0.51    ,  0.04  
CaO     ,  9.33    ,  0.14  
TiO2    ,  0.79    ,  0.05  
Cr2O3   ,  0.27    ,  0.03  
MnO     ,  0.23    ,  0.03  
FeO     , 15.50    ,  0.20  
Ni      ,  0.0768  ,  0.0060
Zn      ,  0.0525  ,  0.0035
Br      ,  0.0092  ,  0.0015
