"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.32    ,  0.20  
MgO     ,  7.07    ,  0.25  
Al2O3   ,  7.98    ,  0.29  
SiO2    , 43.02    ,  0.64  
P2O5    ,  2.97    ,  0.16  
SO3     ,  9.77    ,  0.22  
Cl      ,  1.36    ,  0.06  
K2O     ,  0.60    ,  0.04  
CaO     ,  4.33    ,  0.08  
TiO2    ,  0.89    ,  0.05  
Cr2O3   ,  0.26    ,  0.03  
MnO     ,  1.21    ,  0.04  
FeO     , 17.98    ,  0.20  
Ni      ,  0.0597  ,  0.0050
Zn      ,  0.1090  ,  0.0040
Br      ,  0.0257  ,  0.0015
