"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.86    ,  0.14  
MgO     ,  7.89    ,  0.17  
Al2O3   ,  9.24    ,  0.19  
SiO2    , 44.30    ,  0.54  
P2O5    ,  0.92    ,  0.07  
SO3     ,  5.20    ,  0.08  
Cl      ,  0.74    ,  0.02  
K2O     ,  0.83    ,  0.04  
CaO     ,  6.46    ,  0.07  
TiO2    ,  1.08    ,  0.03  
Cr2O3   ,  0.47    ,  0.01  
MnO     ,  0.37    ,  0.01  
FeO     , 19.48    ,  0.26  
Ni      ,  0.0525  ,  0.0030
Zn      ,  0.0419  ,  0.0015
Br      ,  0.0039  ,  0.0005
