"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.61    ,  0.14  
MgO     ,  5.41    ,  0.17  
Al2O3   ,  9.35    ,  0.19  
SiO2    , 47.64    ,  0.54  
P2O5    ,  0.70    ,  0.05  
SO3     ,  6.89    ,  0.10  
Cl      ,  1.52    ,  0.03  
K2O     ,  0.85    ,  0.04  
CaO     ,  3.90    ,  0.04  
TiO2    ,  0.91    ,  0.03  
Cr2O3   ,  0.25    ,  0.01  
MnO     ,  0.07    ,  0.01  
FeO     , 19.59    ,  0.26  
Ni      ,  0.1293  ,  0.0065
Zn      ,  0.0787  ,  0.0025
Br      ,  0.0156  ,  0.0005
