"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.28    ,  0.14  
MgO     ,  7.00    ,  0.17  
Al2O3   ,  8.21    ,  0.19  
SiO2    , 43.98    ,  0.54  
P2O5    ,  0.89    ,  0.05  
SO3     ,  9.95    ,  0.10  
Cl      ,  1.74    ,  0.03  
K2O     ,  1.01    ,  0.04  
CaO     ,  4.59    ,  0.06  
TiO2    ,  1.02    ,  0.03  
Cr2O3   ,  0.29    ,  0.01  
MnO     ,  0.21    ,  0.01  
FeO     , 18.39    ,  0.20  
Ni      ,  0.0931  ,  0.0050
Zn      ,  0.1878  ,  0.0060
Br      ,  0.0611  ,  0.0020
