"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.20    ,  0.07  
MgO     ,  5.89    ,  0.17  
Al2O3   ,  7.61    ,  0.19  
SiO2    , 39.10    ,  0.43  
P2O5    ,  1.60    ,  0.09  
SO3     , 11.50    ,  0.12  
Cl      ,  1.02    ,  0.02  
K2O     ,  0.63    ,  0.02  
CaO     ,  7.36    ,  0.08  
TiO2    ,  0.97    ,  0.03  
Cr2O3   ,  0.28    ,  0.01  
MnO     ,  0.26    ,  0.01  
FeO     , 21.19    ,  0.26  
Ni      ,  0.0829  ,  0.0045
Zn      ,  0.2082  ,  0.0065
Br      ,  0.0089  ,  0.0005
