"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.59    ,  0.14  
MgO     ,  5.51    ,  0.17  
Al2O3   ,  9.07    ,  0.19  
SiO2    , 48.53    ,  0.54  
P2O5    ,  0.73    ,  0.05  
SO3     ,  4.15    ,  0.08  
Cl      ,  0.91    ,  0.02  
K2O     ,  1.01    ,  0.04  
CaO     ,  3.04    ,  0.04  
TiO2    ,  1.13    ,  0.05  
Cr2O3   ,  0.36    ,  0.01  
MnO     ,  0.14    ,  0.01  
FeO     , 22.52    ,  0.26  
Ni      ,  0.0854  ,  0.0045
Zn      ,  0.1172  ,  0.0040
Br      ,  0.0462  ,  0.0015
