"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.43    ,  0.14  
MgO     ,  8.00    ,  0.17  
Al2O3   ,  8.49    ,  0.19  
SiO2    , 43.56    ,  0.54  
P2O5    ,  2.64    ,  0.14  
SO3     ,  8.76    ,  0.10  
Cl      ,  1.73    ,  0.03  
K2O     ,  0.77    ,  0.02  
CaO     ,  4.09    ,  0.04  
TiO2    ,  1.03    ,  0.03  
Cr2O3   ,  0.30    ,  0.01  
MnO     ,  1.40    ,  0.04  
FeO     , 16.43    ,  0.20  
Ni      ,  0.0500  ,  0.0025
Zn      ,  0.2175  ,  0.0070
Br      ,  0.0329  ,  0.0010
