"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.51    ,  0.14  
MgO     ,  4.91    ,  0.17  
Al2O3   ,  8.85    ,  0.19  
SiO2    , 48.48    ,  0.54  
P2O5    ,  1.14    ,  0.07  
SO3     ,  5.90    ,  0.08  
Cl      ,  1.25    ,  0.02  
K2O     ,  0.77    ,  0.02  
CaO     ,  4.97    ,  0.06  
TiO2    ,  1.07    ,  0.03  
Cr2O3   ,  0.30    ,  0.01  
MnO     ,  0.22    ,  0.01  
FeO     , 19.33    ,  0.26  
Ni      ,  0.1089  ,  0.0055
Zn      ,  0.0849  ,  0.0030
Br      ,  0.0240  ,  0.0010
