"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.36    ,  0.14  
MgO     ,  5.42    ,  0.17  
Al2O3   ,  8.58    ,  0.19  
SiO2    , 46.11    ,  0.54  
P2O5    ,  1.16    ,  0.07  
SO3     ,  5.34    ,  0.10  
Cl      ,  0.75    ,  0.02  
K2O     ,  0.78    ,  0.02  
CaO     ,  3.89    ,  0.04  
TiO2    ,  1.06    ,  0.03  
Cr2O3   ,  0.31    ,  0.01  
MnO     ,  0.15    ,  0.01  
FeO     , 23.79    ,  0.26  
Ni      ,  0.0896  ,  0.0045
Zn      ,  0.1067  ,  0.0035
Br      ,  0.0127  ,  0.0005
