"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.93    ,  0.14  
MgO     ,  6.72    ,  0.17  
Al2O3   ,  9.03    ,  0.19  
SiO2    , 48.42    ,  0.54  
P2O5    ,  1.25    ,  0.07  
SO3     ,  4.12    ,  0.08  
Cl      ,  0.71    ,  0.02  
K2O     ,  0.93    ,  0.04  
CaO     ,  5.18    ,  0.06  
TiO2    ,  1.00    ,  0.03  
Cr2O3   ,  0.30    ,  0.01  
MnO     ,  0.25    ,  0.01  
FeO     , 18.74    ,  0.20  
Ni      ,  0.0597  ,  0.0030
Zn      ,  0.1746  ,  0.0055
Br      ,  0.0883  ,  0.0030
