"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.41    ,  0.14  
MgO     ,  7.49    ,  0.17  
Al2O3   ,  9.01    ,  0.19  
SiO2    , 47.14    ,  0.54  
P2O5    ,  0.87    ,  0.05  
SO3     ,  6.06    ,  0.10  
Cl      ,  1.66    ,  0.04  
K2O     ,  0.88    ,  0.04  
CaO     ,  3.26    ,  0.04  
TiO2    ,  1.14    ,  0.05  
Cr2O3   ,  0.33    ,  0.01  
MnO     ,  0.50    ,  0.03  
FeO     , 18.81    ,  0.20  
Ni      ,  0.0774  ,  0.0040
Zn      ,  0.2444  ,  0.0075
Br      ,  0.0567  ,  0.0020
