"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.25    ,  0.14  
MgO     ,  4.49    ,  0.17  
Al2O3   ,  9.08    ,  0.19  
SiO2    , 51.04    ,  0.54  
P2O5    ,  0.76    ,  0.05  
SO3     ,  8.89    ,  0.10  
Cl      ,  1.13    ,  0.02  
K2O     ,  0.79    ,  0.02  
CaO     ,  5.19    ,  0.06  
TiO2    ,  1.15    ,  0.05  
Cr2O3   ,  0.32    ,  0.01  
MnO     ,  0.17    ,  0.01  
FeO     , 14.34    ,  0.20  
Ni      ,  0.1018  ,  0.0055
Zn      ,  0.1159  ,  0.0035
Br      ,  0.1029  ,  0.0035
