"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.43    ,  0.14  
MgO     ,  4.83    ,  0.17  
Al2O3   ,  8.92    ,  0.19  
SiO2    , 48.26    ,  0.54  
P2O5    ,  0.92    ,  0.07  
SO3     ,  6.43    ,  0.10  
Cl      ,  1.38    ,  0.03  
K2O     ,  0.97    ,  0.04  
CaO     ,  4.32    ,  0.06  
TiO2    ,  1.01    ,  0.03  
Cr2O3   ,  0.30    ,  0.01  
MnO     ,  0.23    ,  0.01  
FeO     , 19.38    ,  0.26  
Ni      ,  0.1219  ,  0.0065
Zn      ,  0.2454  ,  0.0075
Br      ,  0.0532  ,  0.0020
