"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.46    ,  0.14  
MgO     ,  7.26    ,  0.17  
Al2O3   ,  8.70    ,  0.19  
SiO2    , 46.99    ,  0.54  
P2O5    ,  0.74    ,  0.05  
SO3     ,  4.75    ,  0.08  
Cl      ,  1.38    ,  0.03  
K2O     ,  0.77    ,  0.02  
CaO     ,  4.43    ,  0.06  
TiO2    ,  1.06    ,  0.03  
Cr2O3   ,  0.37    ,  0.01  
MnO     ,  0.23    ,  0.01  
FeO     , 20.50    ,  0.26  
Ni      ,  0.0811  ,  0.0045
Zn      ,  0.1666  ,  0.0050
Br      ,  0.0489  ,  0.0015
