"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.30    ,  0.27  
MgO     ,  5.93    ,  0.25  
Al2O3   ,  8.10    ,  0.19  
SiO2    , 45.47    ,  0.54  
P2O5    ,  1.05    ,  0.09  
SO3     ,  8.85    ,  0.22  
Cl      ,  0.94    ,  0.05  
K2O     ,  0.67    ,  0.04  
CaO     ,  5.93    ,  0.10  
TiO2    ,  1.09    ,  0.05  
Cr2O3   ,  0.37    ,  0.05  
MnO     ,  0.11    ,  0.03  
FeO     , 18.91    ,  0.20  
Ni      ,  0.0943  ,  0.0065
Zn      ,  0.1092  ,  0.0045
Br      ,  0.0150  ,  0.0015
