"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.56    ,  0.14  
MgO     ,  4.76    ,  0.17  
Al2O3   ,  8.88    ,  0.19  
SiO2    , 46.58    ,  0.54  
P2O5    ,  0.72    ,  0.05  
SO3     ,  5.78    ,  0.10  
Cl      ,  1.33    ,  0.03  
K2O     ,  1.06    ,  0.04  
CaO     ,  4.20    ,  0.06  
TiO2    ,  1.07    ,  0.03  
Cr2O3   ,  0.32    ,  0.01  
MnO     ,  0.27    ,  0.01  
FeO     , 22.06    ,  0.26  
Ni      ,  0.1081  ,  0.0055
Zn      ,  0.1189  ,  0.0040
Br      ,  0.0056  ,  0.0005
