"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.48    ,  0.14  
MgO     ,  8.35    ,  0.25  
Al2O3   ,  8.47    ,  0.19  
SiO2    , 41.68    ,  0.43  
P2O5    ,  0.98    ,  0.07  
SO3     ,  7.04    ,  0.15  
Cl      ,  1.10    ,  0.04  
K2O     ,  1.04    ,  0.04  
CaO     ,  6.42    ,  0.08  
TiO2    ,  1.07    ,  0.05  
Cr2O3   ,  0.52    ,  0.03  
MnO     ,  0.34    ,  0.03  
FeO     , 20.30    ,  0.26  
Ni      ,  0.0423  ,  0.0035
Zn      ,  0.1098  ,  0.0035
Br      ,  0.0182  ,  0.0010
