"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  5.06    ,  0.20  
MgO     ,  4.24    ,  0.17  
Al2O3   , 14.97    ,  0.38  
SiO2    , 50.85    ,  0.64  
P2O5    ,  0.69    ,  0.05  
SO3     ,  4.23    ,  0.12  
Cl      ,  0.70    ,  0.04  
K2O     ,  1.21    ,  0.05  
CaO     ,  6.16    ,  0.08  
TiO2    ,  0.56    ,  0.05  
Cr2O3   ,  0.07    ,  0.01  
MnO     ,  0.14    ,  0.01  
FeO     , 10.92    ,  0.13  
Ni      ,  0.0102  ,  0.0025
Zn      ,  0.0335  ,  0.0020
Br      ,  0.0018  ,  0.0010
