"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  1.95    ,  0.41  
MgO     ,  5.60    ,  1.17  
Al2O3   ,  8.11    ,  0.29  
SiO2    , 42.33    ,  0.64  
P2O5    ,  1.23    ,  0.26  
SO3     , 11.43    ,  0.28  
Cl      ,  0.85    ,  0.05  
K2O     ,  0.71    ,  0.15  
CaO     ,  7.54    ,  0.13  
TiO2    ,  0.98    ,  0.21  
Cr2O3   ,  0.29    ,  0.05  
MnO     ,  0.45    ,  0.04  
FeO     , 17.98    ,  0.20  
Ni      ,  0.0787  ,  0.0070
Zn      ,  0.2174  ,  0.0070
Br      ,  0.0146  ,  0.0015
