"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  1.76    ,  0.41  
MgO     ,  5.98    ,  1.25  
Al2O3   ,  8.48    ,  0.48  
SiO2    , 43.63    ,  0.96  
P2O5    ,  0.96    ,  0.21  
SO3     , 10.75    ,  0.55  
Cl      ,  0.92    ,  0.07  
K2O     ,  0.76    ,  0.16  
CaO     ,  5.92    ,  0.31  
TiO2    ,  1.03    ,  0.22  
Cr2O3   ,  0.24    ,  0.05  
MnO     ,  0.38    ,  0.04  
FeO     , 18.75    ,  0.39  
Ni      ,  0.0854  ,  0.0095
Zn      ,  0.2350  ,  0.0120
Br      ,  0.0096  ,  0.0020
