"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.49    ,  0.14  
MgO     ,  3.96    ,  0.08  
Al2O3   ,  4.35    ,  0.10  
SiO2    , 63.10    ,  0.64  
P2O5    ,  1.50    ,  0.09  
SO3     ,  9.62    ,  0.10  
Cl      ,  2.68    ,  0.03  
K2O     ,  0.49    ,  0.02  
CaO     ,  5.01    ,  0.06  
TiO2    ,  1.12    ,  0.05  
Cr2O3   ,  0.37    ,  0.01  
MnO     ,  0.08    ,  0.01  
FeO     ,  5.10    ,  0.07  
Ni      ,  0.0076  ,  0.0010
Zn      ,  0.0104  ,  0.0005
Br      ,  0.0442  ,  0.0015
