"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.24    ,  0.14  
MgO     ,  5.39    ,  0.17  
Al2O3   ,  9.26    ,  0.19  
SiO2    , 48.72    ,  0.64  
P2O5    ,  0.90    ,  0.07  
SO3     ,  5.06    ,  0.15  
Cl      ,  1.31    ,  0.06  
K2O     ,  0.98    ,  0.04  
CaO     ,  3.50    ,  0.07  
TiO2    ,  1.02    ,  0.05  
Cr2O3   ,  0.28    ,  0.03  
MnO     ,  0.18    ,  0.03  
FeO     , 20.65    ,  0.26  
Ni      ,  0.1188  ,  0.0070
Zn      ,  0.2026  ,  0.0065
Br      ,  0.0372  ,  0.0020
