"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.31    ,  0.14  
MgO     ,  7.93    ,  0.17  
Al2O3   ,  7.89    ,  0.19  
SiO2    , 44.37    ,  0.54  
P2O5    ,  1.80    ,  0.09  
SO3     ,  4.67    ,  0.10  
Cl      ,  1.53    ,  0.04  
K2O     ,  0.68    ,  0.02  
CaO     ,  2.40    ,  0.04  
TiO2    ,  0.91    ,  0.03  
Cr2O3   ,  0.28    ,  0.03  
MnO     ,  0.49    ,  0.03  
FeO     , 24.14    ,  0.26  
Ni      ,  0.0830  ,  0.0045
Zn      ,  0.2482  ,  0.0075
Br      ,  0.0838  ,  0.0030
