"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.42    ,  0.14  
MgO     , 10.45    ,  0.25  
Al2O3   ,  8.59    ,  0.19  
SiO2    , 43.93    ,  0.54  
P2O5    ,  0.76    ,  0.05  
SO3     ,  3.00    ,  0.08  
Cl      ,  0.49    ,  0.02  
K2O     ,  0.40    ,  0.01  
CaO     ,  6.92    ,  0.07  
TiO2    ,  0.94    ,  0.03  
Cr2O3   ,  0.53    ,  0.01  
MnO     ,  0.44    ,  0.01  
FeO     , 21.01    ,  0.26  
Ni      ,  0.0681  ,  0.0035
Zn      ,  0.0220  ,  0.0010
Br      ,  0.0070  ,  0.0005
